epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,16944.6,2.18916,12.5809,2.1342,0.01948,0.00592,0.01011,0.00297,nan,nan,nan,0.00838141,0.00838141,0.00838141
55,17247.4,3.50186,117.259,53.6097,0.60036,0.00107,0.0001,2e-05,nan,nan,nan,0.00832349,0.00832349,0.00832349
56,17545.2,5.12469,43.202,162.569,0.11496,0.00382,0.00117,0.00032,nan,nan,nan,0.00826477,0.00826477,0.00826477
57,17859.9,5.06385,57.6098,109.103,0.00341,0.002,0.00072,0.00019,nan,nan,nan,0.00820525,0.00820525,0.00820525
58,18162.7,5.3936,88.2737,85.2593,0.00215,0.00781,0.00167,0.00037,nan,nan,nan,0.00814495,0.00814495,0.00814495
59,18489,5.55966,109.1,72.1833,0.11391,0.00272,0.00085,0.00024,nan,nan,nan,0.00808389,0.00808389,0.00808389
60,18774.4,5.78444,142.623,63.168,0.10229,0.00177,0.00027,0.0001,nan,nan,nan,0.00802208,0.00802208,0.00802208
61,19089.2,5.81416,101.817,58.5439,0.00268,0.00132,0.00066,0.00017,nan,nan,nan,0.00795954,0.00795954,0.00795954
62,19384.9,5.80046,146.758,60.0914,0.10313,0.0027,0.00085,0.00032,nan,nan,nan,0.00789628,0.00789628,0.00789628
63,19711.2,5.7963,108.682,56.533,0.10355,0.0021,0.00093,0.00022,nan,nan,nan,0.00783231,0.00783231,0.00783231
64,20024.2,5.77008,110.626,65.7228,0.10314,0.00159,0.00072,0.00022,nan,nan,nan,0.00776766,0.00776766,0.00776766
65,20323.3,5.78375,118.674,72.5581,0.00169,0.00213,0.00027,9e-05,nan,nan,nan,0.00770234,0.00770234,0.00770234
