epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,1526.35,1.04652,0.61509,0.85473,0.55722,0.43499,0.45191,0.27816,1.15486,0.83309,0.87838,0.00307,0.00307,0.00307
72,1547.36,1.03827,0.60726,0.85452,0.55941,0.43579,0.45342,0.27983,1.15516,0.83065,0.87834,0.002971,0.002971,0.002971
73,1568.54,1.06028,0.61455,0.85205,0.57381,0.42889,0.45262,0.27829,1.15356,0.83228,0.87784,0.002872,0.002872,0.002872
74,1589.6,1.04297,0.602,0.85442,0.56082,0.43327,0.45164,0.27739,1.15102,0.83579,0.87695,0.002773,0.002773,0.002773
75,1610.6,1.02808,0.60211,0.85072,0.56903,0.43225,0.4521,0.27748,1.15421,0.8369,0.87719,0.002674,0.002674,0.002674
76,1632.08,1.03065,0.59131,0.8532,0.57357,0.43611,0.45644,0.28053,1.15117,0.83519,0.87696,0.002575,0.002575,0.002575
77,1653.66,1.03752,0.60001,0.85117,0.5669,0.43637,0.45483,0.27827,1.15102,0.83472,0.87813,0.002476,0.002476,0.002476
78,1674.6,1.02371,0.5903,0.85315,0.56349,0.44112,0.45546,0.27975,1.15336,0.83444,0.87769,0.002377,0.002377,0.002377
79,1695.65,1.0158,0.58959,0.84833,0.56729,0.4392,0.45494,0.27991,1.1516,0.83254,0.87758,0.002278,0.002278,0.002278
80,1716.8,1.01582,0.59101,0.84875,0.57679,0.43415,0.45546,0.28058,1.14973,0.83367,0.8774,0.002179,0.002179,0.002179
81,1737.84,1.00817,0.58038,0.84472,0.56444,0.4396,0.45423,0.27887,1.15192,0.83925,0.87677,0.00208,0.00208,0.00208
82,1760.02,1.02032,0.58058,0.84763,0.5657,0.44116,0.45659,0.28002,1.14913,0.83311,0.8765,0.001981,0.001981,0.001981
83,1781.76,0.9969,0.56793,0.84747,0.56653,0.43721,0.4545,0.27873,1.15373,0.84034,0.87754,0.001882,0.001882,0.001882
84,1802.79,1.00286,0.56987,0.84526,0.56993,0.43314,0.45404,0.27892,1.15101,0.8375,0.87682,0.001783,0.001783,0.001783
85,1823.89,1.01153,0.57251,0.84855,0.57406,0.43411,0.45686,0.28049,1.14914,0.83573,0.87635,0.001684,0.001684,0.001684
86,1845.75,0.99246,0.56389,0.84747,0.56776,0.43603,0.45399,0.27889,1.15387,0.84141,0.87699,0.001585,0.001585,0.001585
87,1866.8,0.99114,0.56073,0.84781,0.57773,0.43658,0.45549,0.27923,1.15352,0.84226,0.87779,0.001486,0.001486,0.001486
88,1889.05,0.98789,0.55647,0.84626,0.56177,0.43864,0.45473,0.27856,1.15371,0.8414,0.87795,0.001387,0.001387,0.001387
89,1911.37,0.99677,0.56016,0.843,0.5631,0.43823,0.45326,0.27834,1.15296,0.84503,0.87821,0.001288,0.001288,0.001288
90,1932.78,0.997,0.56246,0.84615,0.55931,0.4377,0.4527,0.27772,1.15571,0.84642,0.87844,0.001189,0.001189,0.001189
